Entry Number,Hotel Name,Region,Hotel Type,Star Rating,Check-in Date,Season,Total Revenue,Occupancy Rate (%),Customer Rating (1-5),Feedback Category,Customer Comments
H234,Metro Meridian,New York,Business,5,2/16/2024,Winter,105490,76.77,3.4,Cleanliness,Room looked better than hallway.
H235,Budget Haven,Texas,Budget,3,2/16/2024,Winter,31970,93.66,4.3,Cleanliness,Cleaned twice a day – amazing!
H236,Mountain Retreat,Colorado,Boutique,3,2/17/2024,Winter,20280,81.77,4.6,Amenities,Top-notch amenities with everything you need.
H237,The Grand Oak,California,Luxury,5,2/17/2024,Winter,104620,77.79,3.3,Cleanliness,Room looked better than hallway.
H238,Seaside Shores,Florida,Resort,4,2/17/2024,Winter,18860,72.75,4.2,Amenities,Top-notch amenities with everything you need.
H239,Metro Meridian,New York,Business,5,2/17/2024,Winter,71960,80.28,5,Service,Always greeted with a smile.
H240,Budget Haven,Texas,Budget,3,2/17/2024,Winter,96700,92.04,3.9,Food,Breakfast was limited but decent.
H241,Mountain Retreat,Colorado,Boutique,3,2/18/2024,Winter,94630,74.01,4.6,Amenities,Lots of extras included.
H242,The Grand Oak,California,Luxury,5,2/18/2024,Winter,90620,74.19,5,Service,Exceptional staff and warm hospitality.
H243,Seaside Shores,Florida,Resort,4,2/18/2024,Winter,69830,76.95,4.3,Food,Loved every meal served.
H244,Metro Meridian,New York,Business,5,2/18/2024,Winter,64380,95.48,4,Cleanliness,Clean enough for a short stay.
H245,Budget Haven,Texas,Budget,3,2/18/2024,Winter,106620,72.54,5,Service,Staff went above and beyond.
H246,Mountain Retreat,Colorado,Boutique,3,2/19/2024,Winter,62700,93.61,4,Cleanliness,Room could smell a little better.
H247,The Grand Oak,California,Luxury,5,2/19/2024,Winter,16900,95.49,4.1,Cleanliness,Had to dust a bit but overall room was clean.
H248,Seaside Shores,Florida,Resort,4,2/19/2024,Winter,95230,83.44,5,Cleanliness,Hygiene standards were top notch.
H249,Metro Meridian,New York,Business,5,2/19/2024,Winter,89020,84.67,3.6,Amenities,Modern amenities and comfortable spaces.
H250,Budget Haven,Texas,Budget,3,2/19/2024,Winter,88990,76.18,2.6,Food,Limited vegetarian options.
H251,Mountain Retreat,Colorado,Boutique,3,2/20/2024,Winter,90040,98.43,3.2,Amenities,Okay. Nothing special.
H252,The Grand Oak,California,Luxury,5,2/20/2024,Winter,57690,91.17,3.7,Food,Breakfast was limited but decent.
H253,Seaside Shores,Florida,Resort,4,2/20/2024,Winter,70850,70.94,3.7,Food,Breakfast was limited but decent.
H254,Metro Meridian,New York,Business,5,2/20/2024,Winter,105220,86.88,3.7,Cleanliness,Room could smell a little better.
H255,Budget Haven,Texas,Budget,3,2/20/2024,Winter,96910,85.33,4.8,Food,Loved every meal served.
H256,Mountain Retreat,Colorado,Boutique,3,2/21/2024,Winter,93170,89.74,5,Service,Exceptional staff and warm hospitality.
H257,The Grand Oak,California,Luxury,5,2/21/2024,Winter,77690,72.98,3.6,Amenities,Modern amenities and comfortable spaces.
H258,Seaside Shores,Florida,Resort,4,2/21/2024,Winter,48440,98.45,4,Food,Limited but decent selection.
H259,Metro Meridian,New York,Business,5,2/21/2024,Winter,118130,80.8,4.7,Amenities,Lots of extras included.
H260,Budget Haven,Texas,Budget,3,2/21/2024,Winter,50930,89.24,4.6,Cleanliness,Cleaned twice a day – amazing!
H261,Mountain Retreat,Colorado,Boutique,3,2/22/2024,Winter,124940,93.79,3.5,Service,"Staff was helpful, though not always available."
H262,The Grand Oak,California,Luxury,5,2/22/2024,Winter,33640,70.57,3.4,Cleanliness,Found small hairs on carpet.
H263,Seaside Shores,Florida,Resort,4,2/22/2024,Winter,107420,79.96,2.9,Service,Slow check-in.
H264,Metro Meridian,New York,Business,5,2/22/2024,Winter,94940,85.78,4.6,Cleanliness,So clean it felt brand new.
H265,Budget Haven,Texas,Budget,3,2/22/2024,Winter,79800,71.81,4.3,Food,Loved every meal served.
H266,Mountain Retreat,Colorado,Boutique,3,2/23/2024,Winter,79740,90.07,3.9,Cleanliness,A little bit of trash was still left in trash can.
H267,The Grand Oak,California,Luxury,5,2/23/2024,Winter,78950,92.08,4.8,Cleanliness,Hygiene standards were top notch.
H268,Seaside Shores,Florida,Resort,4,2/23/2024,Winter,86870,78.2,3.4,Amenities,Okay. Nothing special.
H269,Metro Meridian,New York,Business,5,2/23/2024,Winter,45420,73.33,4.1,Cleanliness,Had to dust a bit but overall room was clean.
H270,Budget Haven,Texas,Budget,3,2/23/2024,Winter,84270,75.73,4.4,Food,Loved every meal served.
H271,Mountain Retreat,Colorado,Boutique,3,2/24/2024,Winter,112070,74.38,4,Service,"Staff was helpful, though not always available."
H272,The Grand Oak,California,Luxury,5,2/24/2024,Winter,68300,85.46,3.7,Cleanliness,Room was mostly clean.
H273,Seaside Shores,Florida,Resort,4,2/24/2024,Winter,34880,74.56,4.3,Service,Staff went above and beyond.
H274,Metro Meridian,New York,Business,5,2/24/2024,Winter,34360,79.4,5,Cleanliness,So clean it felt brand new.
H275,Budget Haven,Texas,Budget,3,2/24/2024,Winter,9090,90.48,4.4,Cleanliness,Hygiene standards were top notch.
H276,Mountain Retreat,Colorado,Boutique,3,2/25/2024,Winter,41910,83.14,3.8,Food,Breakfast was limited but decent.
H277,The Grand Oak,California,Luxury,5,2/25/2024,Winter,83720,78.34,4.8,Food,Loved every meal served.
H278,Seaside Shores,Florida,Resort,4,2/25/2024,Winter,36380,90.99,4.4,Cleanliness,So clean it felt brand new.
H279,Metro Meridian,New York,Business,5,2/25/2024,Winter,63350,88.64,4.9,Food,Loved every meal served.
H280,Budget Haven,Texas,Budget,3,2/25/2024,Winter,75710,71.78,4.2,Service,Staff went above and beyond.
H281,Mountain Retreat,Colorado,Boutique,3,2/26/2024,Winter,26950,99.62,4.5,Service,Exceptional staff and warm hospitality.
H282,The Grand Oak,California,Luxury,5,2/26/2024,Winter,39780,75.14,4.5,Food,Tasty and well-prepared dishes.
H283,Seaside Shores,Florida,Resort,4,2/26/2024,Winter,47280,91.75,3.8,Cleanliness,A little bit of trash was still left in trash can.
H284,Metro Meridian,New York,Business,5,2/26/2024,Winter,117160,97.27,4.6,Amenities,Lots of extras included.
H285,Budget Haven,Texas,Budget,3,2/26/2024,Winter,11430,96.57,3.7,Food,Food took a while to arrive.
H286,Mountain Retreat,Colorado,Boutique,3,2/27/2024,Winter,39530,97.48,5,Food,Tasty and well-prepared dishes.
H287,The Grand Oak,California,Luxury,5,2/27/2024,Winter,35130,96.27,5,Amenities,Lots of extras included.
H288,Seaside Shores,Florida,Resort,4,2/27/2024,Winter,34070,85.2,4.2,Amenities,Top-notch amenities with everything you need.
H289,Metro Meridian,New York,Business,5,2/27/2024,Winter,54430,90.56,3.2,Amenities,"Felt like a hostel, not a hotel."
H290,Budget Haven,Texas,Budget,3,2/27/2024,Winter,80340,85.56,4,Cleanliness,Room could smell a little better.
H291,Mountain Retreat,Colorado,Boutique,3,2/28/2024,Winter,81960,70.26,4,Cleanliness,Room could smell a little better.
H292,The Grand Oak,California,Luxury,5,2/28/2024,Winter,17020,96.22,4.3,Food,Tasty and well-prepared dishes.
H293,Seaside Shores,Florida,Resort,4,2/28/2024,Winter,34450,84.29,5,Cleanliness,So clean it felt brand new.
H294,Metro Meridian,New York,Business,5,2/28/2024,Winter,83110,93.62,3.9,Service,"Staff was helpful, though not always available."
H295,Budget Haven,Texas,Budget,3,2/28/2024,Winter,59450,87.86,3.9,Cleanliness,Room could smell a little better.
H296,Mountain Retreat,Colorado,Boutique,3,2/29/2024,Winter,72150,93.83,5,Food,Loved every meal served.
H297,The Grand Oak,California,Luxury,5,2/29/2024,Winter,33680,73.63,4.7,Cleanliness,So clean it felt brand new.
H298,Seaside Shores,Florida,Resort,4,2/29/2024,Winter,94790,98.94,4.3,Cleanliness,Cleaned twice a day – amazing!
H299,Metro Meridian,New York,Business,5,2/29/2024,Winter,92730,90.03,4.7,Cleanliness,Cleaned twice a day – amazing!
H300,Budget Haven,Texas,Budget,3,2/29/2024,Winter,18800,85.4,4.4,Service,Always greeted with a smile.
H301,Mountain Retreat,Colorado,Boutique,3,3/1/2024,Spring,51950,88.55,4.2,Cleanliness,Hygiene standards were top notch.
H302,The Grand Oak,California,Luxury,5,3/1/2024,Spring,122690,74.34,4.3,Food,Tasty and well-prepared dishes.
H303,Seaside Shores,Florida,Resort,4,3/1/2024,Spring,65550,91.21,4.7,Service,Exceptional staff and warm hospitality.
H304,Metro Meridian,New York,Business,5,3/1/2024,Spring,64940,73.45,4.5,Food,Loved every meal served.
H305,Budget Haven,Texas,Budget,3,3/1/2024,Spring,7700,79.9,4.6,Service,Exceptional staff and warm hospitality.
H306,Mountain Retreat,Colorado,Boutique,3,3/2/2024,Spring,105340,90.48,4.8,Service,Always greeted with a smile.
H307,The Grand Oak,California,Luxury,5,3/2/2024,Spring,48430,74.4,4.4,Cleanliness,So clean it felt brand new.
H308,Seaside Shores,Florida,Resort,4,3/2/2024,Spring,101270,71.67,4.7,Service,Staff went above and beyond.
H309,Metro Meridian,New York,Business,5,3/2/2024,Spring,70940,89.89,3.9,Food,Breakfast was limited but decent.
H310,Budget Haven,Texas,Budget,3,3/2/2024,Spring,87180,95.02,5,Amenities,Top-notch amenities with everything you need.
H311,Mountain Retreat,Colorado,Boutique,3,3/3/2024,Spring,41140,87.44,4.3,Amenities,Top-notch amenities with everything you need.
H312,The Grand Oak,California,Luxury,5,3/3/2024,Spring,73750,91.81,4.8,Cleanliness,So clean it felt brand new.
H313,Seaside Shores,Florida,Resort,4,3/3/2024,Spring,45730,96.13,4.6,Service,Always greeted with a smile.
H314,Metro Meridian,New York,Business,5,3/3/2024,Spring,9790,95.98,3.9,Food,Breakfast was limited but decent.
H315,Budget Haven,Texas,Budget,3,3/3/2024,Spring,19960,83,5,Amenities,Lots of extras included.
H316,Mountain Retreat,Colorado,Boutique,3,3/4/2024,Spring,10890,75.94,3.6,Amenities,Modern amenities and comfortable spaces.
H317,The Grand Oak,California,Luxury,5,3/4/2024,Spring,31170,80.31,4,Cleanliness,A little bit of trash was still left in trash can.
H318,Seaside Shores,Florida,Resort,4,3/4/2024,Spring,82880,75.69,3.3,Amenities,Very basic and outdated facilities.
H319,Metro Meridian,New York,Business,5,3/4/2024,Spring,45130,73.99,4.6,Cleanliness,So clean it felt brand new.
H320,Budget Haven,Texas,Budget,3,3/4/2024,Spring,105630,78.42,4,Food,Breakfast was limited but decent.
H321,Mountain Retreat,Colorado,Boutique,3,3/5/2024,Spring,16030,88.55,3.9,Food,Breakfast was limited but decent.
H322,The Grand Oak,California,Luxury,5,3/5/2024,Spring,36800,80.72,4.5,Cleanliness,So clean it felt brand new.
H323,Seaside Shores,Florida,Resort,4,3/5/2024,Spring,97830,96.26,4.1,Amenities,Modern amenities and comfortable spaces.
H324,Metro Meridian,New York,Business,5,3/5/2024,Spring,60310,71.33,3.6,Cleanliness,Clean enough for a short stay.
H325,Budget Haven,Texas,Budget,3,3/5/2024,Spring,116310,75.28,4.9,Amenities,Top-notch amenities with everything you need.
H326,Mountain Retreat,Colorado,Boutique,3,3/6/2024,Spring,101530,98.57,3.9,Cleanliness,Clean enough for a short stay.
H327,The Grand Oak,California,Luxury,5,3/6/2024,Spring,99990,96.95,4.2,Service,Exceptional staff and warm hospitality.
H328,Seaside Shores,Florida,Resort,4,3/6/2024,Spring,103690,85.39,4.1,Cleanliness,A little bit of trash was still left in trash can.
H329,Metro Meridian,New York,Business,5,3/6/2024,Spring,35910,95.22,3.9,Cleanliness,Clean enough for a short stay.
H330,Budget Haven,Texas,Budget,3,3/6/2024,Spring,101670,94.47,3.6,Food,Breakfast was limited but decent.
H331,Mountain Retreat,Colorado,Boutique,3,3/7/2024,Spring,52910,95.61,3,Food,Food was average.
H332,The Grand Oak,California,Luxury,5,3/7/2024,Spring,27770,76.46,4.8,Service,Always greeted with a smile.
H333,Seaside Shores,Florida,Resort,4,3/7/2024,Spring,43730,89.34,3.6,Food,Breakfast was limited but decent.
H334,Metro Meridian,New York,Business,5,3/7/2024,Spring,89210,88.7,4.3,Service,Exceptional staff and warm hospitality.
H335,Budget Haven,Texas,Budget,3,3/7/2024,Spring,102180,91.44,3.4,Food,Limited vegetarian options.
H336,Mountain Retreat,Colorado,Boutique,3,3/8/2024,Spring,18360,95.53,4.2,Service,Staff went above and beyond.
H337,The Grand Oak,California,Luxury,5,3/8/2024,Spring,97180,94.49,4,Cleanliness,Clean enough for a short stay.
H338,Seaside Shores,Florida,Resort,4,3/8/2024,Spring,98260,90.84,3.4,Food,Food was average.
H339,Metro Meridian,New York,Business,5,3/8/2024,Spring,55660,92.98,5,Service,Staff went above and beyond.
H340,Budget Haven,Texas,Budget,3,3/8/2024,Spring,50570,93.07,4.7,Food,Loved every meal served.
H341,Mountain Retreat,Colorado,Boutique,3,3/9/2024,Spring,27330,75.89,4.8,Service,Staff went above and beyond.
H342,The Grand Oak,California,Luxury,5,3/9/2024,Spring,32880,91.02,4.3,Food,Tasty and well-prepared dishes.
H343,Seaside Shores,Florida,Resort,4,3/9/2024,Spring,12580,85.11,4.8,Food,Tasty and well-prepared dishes.
H344,Metro Meridian,New York,Business,5,3/9/2024,Spring,96990,88.91,4.9,Cleanliness,Hygiene standards were top notch.
H345,Budget Haven,Texas,Budget,3,3/9/2024,Spring,106690,79.59,4,Service,"Staff was helpful, though not always available."
H346,Mountain Retreat,Colorado,Boutique,3,3/10/2024,Spring,41320,85.84,4.9,Cleanliness,Cleaned twice a day – amazing!
H347,The Grand Oak,California,Luxury,5,3/10/2024,Spring,44150,74.92,4.4,Food,Tasty and well-prepared dishes.
H348,Seaside Shores,Florida,Resort,4,3/10/2024,Spring,76580,89,3.2,Cleanliness,Found small hairs on carpet.
H349,Metro Meridian,New York,Business,5,3/10/2024,Spring,48880,71.48,4.9,Food,Tasty and well-prepared dishes.
H350,Budget Haven,Texas,Budget,3,3/10/2024,Spring,63800,96.88,3.9,Food,Food took a while to arrive.
H351,Mountain Retreat,Colorado,Boutique,3,3/11/2024,Spring,43110,95.63,4.7,Service,Staff went above and beyond.
H352,The Grand Oak,California,Luxury,5,3/11/2024,Spring,95850,82.05,3.1,Cleanliness,Found small hairs on carpet.
H353,Seaside Shores,Florida,Resort,4,3/11/2024,Spring,65570,74.11,4.8,Service,Exceptional staff and warm hospitality.
H354,Metro Meridian,New York,Business,5,3/11/2024,Spring,76000,81.92,4.3,Cleanliness,Hygiene standards were top notch.
H355,Budget Haven,Texas,Budget,3,3/11/2024,Spring,75810,82.36,3.1,Food,Food was average.
H356,Mountain Retreat,Colorado,Boutique,3,3/12/2024,Spring,123240,98.02,4.2,Cleanliness,Cleaned twice a day – amazing!
H357,The Grand Oak,California,Luxury,5,3/12/2024,Spring,106390,87.94,3.9,Food,Food took a while to arrive.
H358,Seaside Shores,Florida,Resort,4,3/12/2024,Spring,95710,79.55,3.7,Cleanliness,Clean enough for a short stay.
H359,Metro Meridian,New York,Business,5,3/12/2024,Spring,108820,83.86,2.7,Amenities,Okay. Nothing special.
H360,Budget Haven,Texas,Budget,3,3/12/2024,Spring,25740,91,5,Service,Always greeted with a smile.
H361,Mountain Retreat,Colorado,Boutique,3,3/13/2024,Spring,56750,87.57,4.2,Amenities,Lots of extras included.
H362,The Grand Oak,California,Luxury,5,3/13/2024,Spring,80400,96.25,3.2,Cleanliness,Room looked better than hallway.
H363,Seaside Shores,Florida,Resort,4,3/13/2024,Spring,11290,84.9,4.2,Cleanliness,So clean it felt brand new.
H364,Metro Meridian,New York,Business,5,3/13/2024,Spring,62730,84.15,4.4,Service,Exceptional staff and warm hospitality.
H365,Budget Haven,Texas,Budget,3,3/13/2024,Spring,57320,79.8,4.5,Cleanliness,So clean it felt brand new.
H366,Mountain Retreat,Colorado,Boutique,3,3/14/2024,Spring,107790,80,4.2,Service,Exceptional staff and warm hospitality.
H367,The Grand Oak,California,Luxury,5,3/14/2024,Spring,80070,77.16,4.4,Amenities,Lots of extras included.
H368,Seaside Shores,Florida,Resort,4,3/14/2024,Spring,77310,71.83,4.1,Amenities,Modern amenities and comfortable spaces.
H369,Metro Meridian,New York,Business,5,3/14/2024,Spring,12040,84.97,4.3,Cleanliness,So clean it felt brand new.
H370,Budget Haven,Texas,Budget,3,3/14/2024,Spring,81220,92.18,4.7,Service,Exceptional staff and warm hospitality.
H371,Mountain Retreat,Colorado,Boutique,3,3/15/2024,Spring,102050,75.27,4.8,Cleanliness,Cleaned twice a day – amazing!
H372,The Grand Oak,California,Luxury,5,3/15/2024,Spring,96380,73.69,3.8,Service,"Staff was helpful, though not always available."
H373,Seaside Shores,Florida,Resort,4,3/15/2024,Spring,86370,91.25,4.2,Cleanliness,Cleaned twice a day – amazing!
H374,Metro Meridian,New York,Business,5,3/15/2024,Spring,41420,74.26,4.7,Food,Loved every meal served.
H375,Budget Haven,Texas,Budget,3,3/15/2024,Spring,32240,79.06,3.5,Amenities,Modern amenities and comfortable spaces.
H376,Mountain Retreat,Colorado,Boutique,3,3/16/2024,Spring,38700,74.16,3.4,Food,Didn't match the 5 star reviews
H377,The Grand Oak,California,Luxury,5,3/16/2024,Spring,43150,86.61,3.8,Cleanliness,Clean enough for a short stay.
H378,Seaside Shores,Florida,Resort,4,3/16/2024,Spring,48190,71.23,4.7,Service,Always greeted with a smile.
H379,Metro Meridian,New York,Business,5,3/16/2024,Spring,108510,91.71,4.2,Cleanliness,So clean it felt brand new.
H380,Budget Haven,Texas,Budget,3,3/16/2024,Spring,105220,77.11,4.2,Service,Always greeted with a smile.
H381,Mountain Retreat,Colorado,Boutique,3,3/17/2024,Spring,20710,76.09,3.7,Cleanliness,Had to dust a bit but overall room was clean.
H382,The Grand Oak,California,Luxury,5,3/17/2024,Spring,66340,83.48,4.1,Amenities,Modern amenities and comfortable spaces.
H383,Seaside Shores,Florida,Resort,4,3/17/2024,Spring,20500,78.45,4.3,Amenities,Lots of extras included.
H384,Metro Meridian,New York,Business,5,3/17/2024,Spring,102150,93.99,4.7,Amenities,Lots of extras included.
H385,Budget Haven,Texas,Budget,3,3/17/2024,Spring,8760,73.22,4.5,Cleanliness,Hygiene standards were top notch.
H386,Mountain Retreat,Colorado,Boutique,3,3/18/2024,Spring,58400,99.6,4.7,Service,Exceptional staff and warm hospitality.
H387,The Grand Oak,California,Luxury,5,3/18/2024,Spring,33580,81.68,4.4,Amenities,Lots of extras included.
H388,Seaside Shores,Florida,Resort,4,3/18/2024,Spring,62590,89.04,4.3,Cleanliness,So clean it felt brand new.
H389,Metro Meridian,New York,Business,5,3/18/2024,Spring,44800,83.85,4.5,Cleanliness,So clean it felt brand new.
H390,Budget Haven,Texas,Budget,3,3/18/2024,Spring,20460,73.2,4.2,Cleanliness,Hygiene standards were top notch.
H391,Mountain Retreat,Colorado,Boutique,3,3/19/2024,Spring,80550,77.1,4.9,Food,Loved every meal served.
H392,The Grand Oak,California,Luxury,5,3/19/2024,Spring,8950,97.59,5,Food,Loved every meal served.
H393,Seaside Shores,Florida,Resort,4,3/19/2024,Spring,45740,80.39,3.9,Amenities,Modern amenities and comfortable spaces.
H394,Metro Meridian,New York,Business,5,3/19/2024,Spring,54830,98.66,3.9,Cleanliness,A little bit of trash was still left in trash can.
H395,Budget Haven,Texas,Budget,3,3/19/2024,Spring,32240,99.85,3.1,Amenities,Okay. Nothing special.
H396,Mountain Retreat,Colorado,Boutique,3,3/20/2024,Spring,54860,76.94,4.2,Service,Exceptional staff and warm hospitality.
H397,The Grand Oak,California,Luxury,5,3/20/2024,Spring,30280,70.74,3.2,Service,Slow check-in.
